Player,Country,Matches,Field_Catches,Bat_Avg_T20,Strike_Rate_T20,Bowl_Avg_T20,Econ_T20,Bowl_Wkts_T20,Bat_Runs_T20,Bat_Avg_ODI,Strike_Rate_ODI,Bowl_Avg_ODI,Econ_ODI,Bowl_Wkts_ODI,Bat_Runs_ODI,Bat_Avg_Test,Strike_Rate_Test,Bowl_Avg_Test,Econ_Test,Bowl_Wkts_Test,Bat_Runs_Test,Bat_Avg_Overall,Bowl_Wkts_Overall,Avg_vs_International,Avg_vs_League,Avg_vs_Australia,Avg_vs_India,Avg_vs_England
CH Abeyratne,Singapore,10,1,2.29,26.67,87.0,7.79,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,1.0,5.0,1.83,0.0,0.0,0.0
Damini Ramesh,Singapore,14,3,4.0,32.0,25.29,4.41,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,5.0,0.0,0.0,0.0
Zay Hua Tan,Singapore,6,0,1.83,22.92,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,2.2,0.0,0.0,0.0
Sonam,Bhutan,20,3,2.73,24.79,23.29,5.02,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,14.0,3.0,2.7,0.0,0.0,0.0
T Lhaden,Bhutan,3,0,1.0,40.0,0.0,5.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sangay Wangmo,Bhutan,2,0,3.0,25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
I Suhun,Bahrain,17,1,5.69,51.75,132.0,7.27,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,1.0,0.0,6.17,0.0,0.0,0.0
Riyaa Bhasin,Singapore,19,3,4.08,43.44,9.0,4.55,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,7.0,1.0,4.33,0.0,0.0,0.0
EK Hubbard,Hong Kong,11,4,15.67,62.67,143.0,5.5,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67,1.0,6.0,20.5,0.0,0.0,0.0
Poorvaja Jagdeesha,Bahrain,11,0,7.2,42.86,0.0,7.7,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0
Alifiya Sayed,Oman,6,0,0.0,0.0,27.5,5.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Abeera Waris,Bahrain,15,0,7.75,70.99,33.5,8.55,2.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,2.0,5.0,8.0,0.0,0.0,0.0
JT Pooranakaran,Singapore,8,2,4.0,25.53,0.0,9.07,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
AP Venkata,Singapore,1,0,2.0,16.67,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Dechen Zangmo,Bhutan,1,0,0.0,0.0,10.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C Miles,Jersey,11,4,21.56,95.57,0.0,8.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.56,0.0,19.0,21.88,0.0,0.0,0.0
C Jennings,Guernsey,3,0,1.0,28.57,22.0,5.21,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
M Maguire,Jersey,17,7,9.3,54.39,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,10.0,9.12,0.0,0.0,0.0
H Eulenkamp,Guernsey,3,0,4.33,40.62,23.33,7.24,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,3.0,0.0,4.33,0.0,0.0,0.0
C Milner,Guernsey,1,0,11.0,40.74,0.0,8.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0
Emily Merrien,Guernsey,3,0,0.0,0.0,16.25,5.65,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
L Greig,Jersey,8,2,9.29,75.58,9.5,4.56,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,2.0,0.0,9.29,0.0,0.0,0.0
R Hubbard,Guernsey,3,0,33.0,98.51,51.0,6.95,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,33.0,0.0,0.0,0.0
CM Greechan,Jersey,20,1,14.8,62.18,11.32,3.65,25.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,25.0,6.5,16.88,0.0,0.0,0.0
M Robinson,Guernsey,3,0,54.0,54.55,14.0,4.94,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.0,0.0,54.0,0.0,0.0,0.0
A Merritt,Jersey,21,4,28.57,107.82,26.62,6.23,16.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,16.0,20.0,29.23,0.0,0.0,0.0
G Wetherall,Jersey,20,2,19.83,96.75,19.06,5.57,17.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.83,17.0,2.0,23.4,0.0,0.0,0.0
PJ Stahelin,Guernsey,3,2,8.67,39.39,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,0.0,0.0,8.67,0.0,0.0,0.0
F Bulpitt,Guernsey,2,1,5.0,45.45,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
E Duffy,Jersey,11,1,12.0,63.16,21.0,5.5,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,24.0,0.0,0.0,0.0,0.0
T Smith,Jersey,16,7,12.64,76.29,21.0,6.63,1.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64,1.0,13.0,12.58,0.0,0.0,0.0
F Copley,Jersey,4,1,0.0,0.0,6.57,3.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
E Gouge,Jersey,14,4,3.5,37.84,24.88,5.06,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,8.0,3.0,3.67,0.0,0.0,0.0
RM Hill,Jersey,1,0,0.0,0.0,4.5,4.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
M Le Ray,Guernsey,1,0,1.0,12.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
D Prakas,Singapore,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marufa Akter,Bangladesh,61,6,1.8,32.14,27.4,6.24,20.0,9.0,10.5,59.43,32.73,4.67,26.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,46.0,6.55,0.0,9.33,3.33,0.0
Dilara Akter,Bangladesh,25,3,14.67,95.36,0.0,0.0,0.0,308.0,10.5,63.64,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,14.3,0.0,13.0,12.14,6.0
Snigdha Paul,Barbados Royals,7,3,5.86,50.0,45.5,6.58,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86,2.0,6.17,4.0,0.0,0.0,0.0
R Vincent,Trinidad and Tobago,5,0,2.0,27.27,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
J Glasgow,West Indies,32,8,13.5,73.54,23.17,5.67,12.0,189.0,16.43,79.31,93.5,5.75,2.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,14.48,14.0,21.55,6.7,0.0,0.0,19.33
C Smith,Melbourne Stars,5,0,23.2,102.65,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,23.2,0.0,0.0,0.0
S Reid,Melbourne Stars,20,8,11.13,85.2,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.13,0.0,0.0,11.13,0.0,0.0,0.0
AL Edgar,Perth Scorchers,42,13,14.56,93.91,23.2,7.15,35.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56,35.0,0.0,14.56,0.0,0.0,0.0
O Porter,Sydney Thunder,15,5,11.0,101.15,0.0,8.14,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0
LK Hamilton,Brisbane Heat,14,2,6.67,100.0,18.67,6.44,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,15.0,0.0,6.67,0.0,0.0,0.0
PA Bowdler,Sydney Thunder,2,0,3.0,50.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
E Manix-Geeves,Hobart Hurricanes,1,1,20.0,90.91,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0
O Henry,Melbourne Stars,1,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G Bloemen,Netherlands,4,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,66.67,73.0,5.28,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0
RM van Oosterom,Netherlands,6,1,0.0,0.0,0.0,0.0,0.0,0.0,3.75,39.47,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0
D Dhingra,United States of America,38,14,22.17,85.0,0.0,7.29,0.0,510.0,41.29,65.24,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,26.63,0.0,23.48,34.0,0.0,0.0,0.0
RP Singh,United States of America,32,8,8.82,86.21,14.2,5.02,25.0,150.0,9.5,49.35,36.0,4.89,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,31.0,7.43,12.0,0.0,0.0,0.0
T Chopra,United States of America,3,1,8.0,33.33,27.0,5.59,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0
B Bhadriraju,United States of America,6,1,2.0,50.0,11.88,4.87,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0
S Chaturongrattana,Thailand,34,5,13.0,55.32,20.0,4.73,18.0,78.0,4.33,36.11,118.0,5.49,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.11,19.0,10.11,0.0,0.0,0.0,0.0
Shohely Akhter,Bangladesh,8,0,3.0,100.0,12.62,5.01,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0
H Doriga,Papua New Guinea,16,2,11.44,89.57,0.0,7.86,0.0,103.0,26.5,70.67,0.0,9.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,14.18,0.0,14.18,0.0,0.0,0.0,0.0
ST Eyyunni,United States of America,6,1,9.0,36.0,26.67,5.33,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0
O Bell,Scotland,27,3,8.25,45.83,11.95,5.09,42.0,33.0,10.67,41.56,54.67,3.42,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,45.0,9.5,9.0,0.0,0.0,0.0
Nanthita Boonsukham,Thailand,8,0,12.0,120.0,34.5,6.37,2.0,12.0,0.0,0.0,12.5,3.49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
EMKNH Senavirathna,Sri Lanka,4,1,4.0,94.12,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
NR Sciver-Brunt,England,141,58,43.84,136.45,26.82,7.46,61.0,3332.0,56.04,93.08,31.96,4.64,23.0,1345.0,53.0,69.35,67.0,2.8,2.0,371.0,47.18,86.0,49.4,44.83,39.88,43.55,0.0
K Kavindi,Sri Lanka,14,3,6.0,150.0,17.1,5.93,10.0,6.0,8.5,45.95,107.0,6.29,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,11.0,11.5,0.0,0.0,0.0,0.0
H Goto,Japan,24,2,9.05,52.37,0.0,7.33,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,6.0,9.19,0.0,0.0,0.0
A Chandel,Japan,33,3,16.33,60.28,18.97,4.69,29.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.33,29.0,4.0,17.63,0.0,0.0,0.0
H Iwasaki,Japan,24,13,9.65,86.05,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,0.0,18.0,8.86,0.0,0.0,0.0
S Kato,Japan,24,4,12.5,68.97,30.83,4.82,12.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.0,7.0,12.87,0.0,0.0,0.0
M Munakata,Japan,1,0,3.0,37.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
M Yoshioka,Japan,3,0,10.5,95.45,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,10.5,0.0,0.0,0.0
A Fujikawa,Japan,20,4,17.5,64.22,18.56,5.18,18.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,18.0,13.0,14.25,0.0,0.0,0.0
M Ogawa,Japan,8,0,13.0,50.98,34.5,7.02,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,13.0,0.0,0.0,0.0
KH Sciver-Brunt,England,13,7,26.6,140.0,28.4,6.98,10.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,10.0,2.5,42.67,0.0,0.0,0.0
Z James,West Indies,63,10,11.7,63.29,48.2,7.63,10.0,269.0,10.86,44.27,37.5,5.0,12.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,22.0,11.03,12.0,0.75,13.6,5.86
Shorna Akter,Bangladesh,57,11,14.09,81.36,27.64,7.69,14.0,310.0,16.33,64.99,30.9,4.58,10.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,15.0,0.0,8.43,10.71,6.0
EMC Fowler,Spain,6,7,9.33,43.75,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,9.33,0.0,0.0,0.0
P Chilongia,Spain,11,3,24.5,47.57,11.09,4.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,11.0,0.0,24.5,0.0,0.0,0.0
Uswa Syed,Spain,11,1,12.67,64.96,13.31,4.61,13.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,13.0,0.0,12.67,0.0,0.0,0.0
Mahnoor Akram,Norway,3,1,4.0,41.38,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
NH Berejo,Spain,11,1,64.4,87.26,10.92,4.16,13.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,13.0,0.0,64.4,0.0,0.0,0.0
Mirab Razwan,Norway,16,4,4.58,39.86,16.75,5.29,20.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,20.0,0.0,4.58,0.0,0.0,0.0
Wania Malik,Spain,2,0,1.0,50.0,16.0,3.43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
A Brown-Carrera,Spain,11,7,6.0,50.7,22.57,4.18,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,6.0,0.0,0.0,0.0
Muskan Naseeb,Spain,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rabia Iqbal,Spain,2,0,0.0,0.0,17.0,7.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tashiba Mirza,Spain,1,0,5.0,45.45,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
Lopamudra,Norway,14,1,2.67,16.67,41.6,5.78,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,5.0,0.0,2.67,0.0,0.0,0.0
JG Kaur,Spain,1,0,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bijeyata Kumari,Norway,14,3,5.73,27.04,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0,0.0,5.73,0.0,0.0,0.0
S Kunaratnam,Norway,1,0,1.0,11.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Jayasooriya,Sweden,14,0,7.89,60.68,26.78,5.24,9.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89,9.0,0.0,7.89,0.0,0.0,0.0
Hifsa Butt,Spain,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Vaidya,Sweden,15,1,16.64,80.97,14.57,4.34,14.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64,14.0,0.0,16.64,0.0,0.0,0.0
Kanchan Rana,Sweden,15,7,22.64,84.41,26.33,4.89,6.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.64,6.0,0.0,22.64,0.0,0.0,0.0
Eman Asim,Sweden,9,3,22.88,75.93,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88,0.0,0.0,22.88,0.0,0.0,0.0
MW Downes,Northern Districts,23,7,19.75,78.22,17.08,5.85,25.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,25.0,0.0,19.75,0.0,0.0,0.0
AS Browning,Otago,22,3,14.46,95.43,29.25,6.25,12.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.46,12.0,0.0,14.46,0.0,0.0,0.0
IG Sharp,New Zealand,25,5,13.65,98.2,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,0.0,25.0,13.05,0.0,0.0,0.0
FDM Devonshire,New Zealand,27,5,12.64,94.65,41.5,6.06,10.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64,10.0,0.0,12.64,0.0,0.0,0.0
C Agafili,Northern Districts,29,13,10.76,95.76,45.67,6.18,3.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,3.0,14.33,10.17,0.0,0.0,0.0
N Baird,Wellington,24,6,6.0,75.0,19.85,6.17,20.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,6.0,0.0,0.0,0.0
P Catton,Auckland,24,10,13.5,93.1,24.4,7.55,5.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,5.0,0.0,13.5,0.0,0.0,0.0
E Buchanan,Unknown,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E Wolland,Northern Districts,7,2,22.67,89.47,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,0.0,0.0,22.67,0.0,0.0,0.0
OA Boivin,Wellington,1,1,5.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
AJ Parr-Thomson,Auckland,1,0,0.0,0.0,5.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KM Chandler,Wellington,8,3,8.57,68.97,0.0,7.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,8.57,0.0,0.0,0.0
AG Hotton,Canterbury,3,0,3.0,100.0,0.0,6.67,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
K Schultz,West Indies,12,1,0.33,25.0,15.5,4.62,8.0,1.0,0.0,0.0,26.0,7.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,10.0,0.0,0.5,0.0,0.0,0.0
D Joseph,West Indies,15,1,7.77,43.35,0.0,7.29,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,0.0,4.75,10.5,0.0,3.0,5.75
B Leephatthana,Thailand,4,1,6.0,54.55,0.0,0.0,0.0,6.0,10.0,45.45,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0
AB Kaur,India,53,22,31.33,128.77,32.42,7.43,12.0,376.0,22.18,76.01,33.84,5.86,19.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,26.96,31.0,27.4,26.12,15.8,0.0,126.0
K Anjali Sarvani,India,20,7,8.33,54.35,52.8,8.7,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,10.0,6.0,9.5,6.0,0.0,0.0
A Dercksen,South Africa,45,14,16.62,114.29,25.57,6.63,7.0,216.0,30.47,88.39,29.1,6.17,10.0,457.0,15.0,46.88,0.0,5.1,0.0,60.0,22.91,17.0,22.91,0.0,5.0,22.38,26.5
Lavanya Pillai,Qatar,1,0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
A Mohamed,Tanzania,13,0,10.0,76.27,22.57,5.18,7.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,14.0,9.5,0.0,0.0,0.0
M Ahono,Kenya,3,0,5.0,44.12,0.0,7.09,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,3.0,0.0,0.0,0.0
